report_date,campaign_key,campaign_name,platform,campaign_group,funnel_stage,campaign_key_type,receita,orders,visits,investimento,impressions,clicks,roas,receita_safe_ad,receita_excecao_manual,receita_pmax_sem_anuncio,receita_por_nome_campanha,receita_outro,receita_anuncio_ambiguo,receita_nao_casado,investimento_anuncio,investimento_campanha,pct_receita_assertiva,pct_receita_anuncio_ambiguo,pct_receita_assertiva_alta,pct_investimento_anuncio,motivos_receita,motivos_investimento
2026-02-13,id|azul|google ads|23339248057,BRV_VA_GOOGLE_SEARCH_LF_AON-OFERTAS-FDS_PASS,Google Ads,AON-OFERTAS-FDS,Conversão,id,650.73,1,1074,8345.14,14355,3890,0.077977122013531242,650.73,0,0,0,0,0,0,8345.14,0,100,0,100,100,safe_ad,anuncio
2026-02-13,id|azul|google ads|23238931171,BRV_VA_GOOGLE_PMAX_LF_AON-OFERTAS-ANTECIPADAS_PASS,Google Ads,AON-OFERTAS-ANTECIPADAS,Conversão,id,331.65,1,1,,,,,0,0,331.65,0,0,0,0,,,100,0,0,,pmax_sem_anuncio,
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_generica_pass,BRV_VA_BING_SEARCH_LF_GENERICA_PASS,Bing Ads,GENERICA,Conversão,name,202.19,1,145,,,,,0,0,0,202.19,0,0,0,,,100,0,0,,por_nome_campanha,
2026-02-13,id|azul|google ads|22858128667,BRV_VA_GOOGLE_SEARCH_LF_AON-CANCELAMENTO-BRD_PASS,Google Ads,AON-CANCELAMENTO-BRD,Conversão,id,191.54,2,19,112.37,1802,162,1.7045474770846309,191.54,0,0,0,0,0,0,112.37,0,100,0,100,100,safe_ad,anuncio
2026-02-13,id|azul|google ads|23482604389,BRV_VA_GOOGLE_SEARCH_LF_AON-INTER-NBRD_PASS,Google Ads,AON-INTER-NBRD,Conversão,id,0,0,54,261.89000000000004,1015,81,0,0,0,0,0,0,0,0,261.88000000000005,0.010000000000005116,,,,99.996181602963077,anuncio_ambiguo,anuncio + campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_15off-pix_pass,BRV_VA_BING_SEARCH_LF_15OFF-PIX_PASS,Bing Ads,15OFF-PIX,Conversão,name,0,0,5,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-13,id|azul|google ads|21780104044,VML_VA_GOOGLE_DISPLAY_MF_AON_PASS,Google Ads,VML_VA_GOOGLE_DISPLAY_MF_AON_PASS,Consideração,id,0,0,1,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-13,id|azul|google ads|23229538926,BRV_VA_GOOGLE_SEARCH_LF_AON-OFERTAS-ANTECIPADAS_PASS,Google Ads,AON-OFERTAS-ANTECIPADAS,Conversão,id,0,0,1,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-13,id|azul|google ads|23518421965,BRV_VA_GOOGLE_PMAX_LF_DESCONTACO_PASS,Google Ads,DESCONTACO,Conversão,id,0,0,13,,,,,0,0,0,0,0,0,0,,,,,,,pmax_sem_anuncio,
2026-02-13,id|azul|google ads|22501211479,VML_VA_GOOGLE_DISPLAY_MF_OFERTAS-AON_PASS,Google Ads,VML_VA_GOOGLE_DISPLAY_MF_OFERTAS-AON_PASS,Consideração,id,0,0,3,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-13,id|azul|meta ads|120238907471510726,BRV_VA_META_FEED_LF_DESCONTACO_PASS,Meta Ads,DESCONTACO,Conversão,id,0,0,7,,,,,0,0,0,0,0,0,0,,,,,,,anuncio_ambiguo,
2026-02-13,id|azul|google ads|23518433713,BRV_VA_GOOGLE_SEARCH_LF_DESCONTACO_PASS,Google Ads,DESCONTACO,Conversão,id,0,0,13,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-13,name|azul|bing ads|brv_va_bing_display_lf_descontaco_pass,BRV_VA_BING_DISPLAY_LF_DESCONTACO_PASS,Bing Ads,DESCONTACO,Conversão,name,0,0,1,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_anoiteceu_pass,BRV_VA_BING_SEARCH_LF_ANOITECEU_PASS,Bing Ads,ANOITECEU,Conversão,name,0,0,4,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-13,id|azul|google ads|23477999759,BRV_VA_GOOGLE_SEARCH_LF_AON-NACIONAL-NBRD_PASS,Google Ads,AON-NACIONAL-NBRD,Conversão,id,0,0,75,155.19,1081,110,0,0,0,0,0,0,0,0,155.19,0,,,,100,anuncio_ambiguo,anuncio
2026-02-13,id|azul|google ads|18742168531,VML_VA_GOOGLE_DEMAND-GEN_LF_AON_PASS,Google Ads,VML_VA_GOOGLE_DEMAND-GEN_LF_AON_PASS,Conversão,id,0,0,3,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-13,id|azul|google ads|23482637920,BRV_VA_GOOGLE_SEARCH_LF_AON-ROTA-ROTA-NBRD_PASS,Google Ads,AON-ROTA-ROTA-NBRD,Conversão,id,0,0,53,237.43,844,83,0,0,0,0,0,0,0,0,237.43,7.1054273576010019e-15,,,,100,anuncio_ambiguo,anuncio + campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_aon-generica-nbrd_pass,BRV_VA_BING_SEARCH_LF_AON-GENERICA-NBRD_PASS,Bing Ads,AON-GENERICA-NBRD,Conversão,name,,,,1104.01,328649,1051,,,,,,,,,0,1104.01,,,,0,,campanha
2026-02-13,name|azul|kayak|azulbrandedfsr-web_fsr_pt_br pt_br flight sponsoredresult,AZULBRANDEDFSR-WEB_FSR_PT_BR PT_BR FLIGHT SPONSOREDRESULT,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,630,8324,84,,,,,,,,,0,630,,,,0,,campanha
2026-02-13,name|azul|kayak|azul_fsbo_pt_br pt_br flight sponsoredbookingoption,AZUL_FSBO_PT_BR PT_BR FLIGHT SPONSOREDBOOKINGOPTION,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,559,651,43,,,,,,,,,0,559,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_aon-eua-nbrd_pass,BRV_VA_BING_SEARCH_LF_AON-EUA-NBRD_PASS,Bing Ads,AON-EUA-NBRD,Conversão,name,,,,369.37,74491,253,,,,,,,,,0,369.37,,,,0,,campanha
2026-02-13,id|azul|google ads|23300326059,BRV_VA_GOOGLE_APP_MF_IOS_ENGAJAMENTO_PASS,Google Ads,IOS,Consideração,id,,,,1052,200887,1231,,,,,,,,,1052,0,,,,100,,anuncio
2026-02-13,name|azul|rtb|vml_va_rtb-house_display_mf_aon_pass,VML_VA_RTB-HOUSE_DISPLAY_MF_AON_PASS,RTB,AON,Consideração,name,,,,707.24499999999978,293844,4237,,,,,,,,,0,707.24499999999978,,,,0,,campanha
2026-02-13,id|azul|meta ads|120239211483030726,BRV_VA_META_FEED_LF_OFERTAS-AZUL_PASS,Meta Ads,OFERTAS-AZUL,Conversão,id,,,,1172.9499999999998,119462,3156,,,,,,,,,1172.9499999999998,0,,,,100,,anuncio
2026-02-13,name|azul|kayak|não identificado,NÃO IDENTIFICADO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,560.39999999999986,0,214,,,,,,,,,0,560.39999999999986,,,,0,,campanha
2026-02-13,name|azul|kayak|azulcmp2frontdoor pt_br frontdoor flight compare to,AZULCMP2FRONTDOOR PT_BR FRONTDOOR FLIGHT COMPARE TO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,1765.5,1177,1070,,,,,,,,,0,1765.5,,,,0,,campanha
2026-02-13,id|azul|google ads|18185234105,BRV_VA_GOOGLE_SEARCH_LF_AON-EUA-NBRD_PASS,Google Ads,AON-EUA-NBRD,Conversão,id,,,,279.46,1025,102,,,,,,,,,279.46,0,,,,100,,anuncio
2026-02-13,name|azul|skyscanner|br | flights | inline | standard unpriced | sam (mobile),BR | FLIGHTS | INLINE | STANDARD UNPRICED | SAM (MOBILE),Skyscanner,INLINE,Conversão,name,,,,432,10609,108,,,,,,,,,0,432,,,,0,,campanha
2026-02-13,name|azul|rtb|vml_va_rtb-house_display_lf_aon_pass,VML_VA_RTB-HOUSE_DISPLAY_LF_AON_PASS,RTB,AON,Conversão,name,,,,1736.0000000000016,257088,560,,,,,,,,,0,1736.0000000000016,,,,0,,campanha
2026-02-13,name|azul|skyscanner|br | premium iab + mobile | ros,BR | PREMIUM IAB + MOBILE | ROS,Skyscanner,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,5171.4359297128849,173027,203,,,,,,,,,0,5171.4359297128849,,,,0,,campanha
2026-02-13,name|azul|kayak|azulinlinedeskt1 pt_br flight inline,AZULINLINEDESKT1 PT_BR FLIGHT INLINE,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,303.8,22181,98,,,,,,,,,0,303.8,,,,0,,campanha
2026-02-13,id|azul|google ads|22969988808,AZ_VA_GOOGLE_YOUTUBE_MF_CONGONHAS_PASS,Google Ads,AZ_VA_GOOGLE_YOUTUBE_MF_CONGONHAS_PASS,Consideração,id,,,,6641.21,1042715,554,,,,,,,,,6641.2,0.010000000000218279,,,,99.999849425029481,,anuncio + campanha
2026-02-13,name|azul|kayak|azulhbo-web_fhboad_pt_br pt_br flight hbo,AZULHBO-WEB_FHBOAD_PT_BR PT_BR FLIGHT HBO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,80,48623,16,,,,,,,,,0,80,,,,0,,campanha
2026-02-13,name|azul|skyscanner|br | flights | inline | standard unpriced | sam (app),BR | FLIGHTS | INLINE | STANDARD UNPRICED | SAM (APP),Skyscanner,INLINE,Conversão,name,,,,1380,12887,276,,,,,,,,,0,1380,,,,0,,campanha
2026-02-13,id|azul|google ads|23300311398,BRV_VA_GOOGLE_APP_MF_ANDROID_ENGAJAMENTO_PASS,Google Ads,ANDROID,Consideração,id,,,,3045.3599999999997,429087,4732,,,,,,,,,3045.3599999999997,0,,,,100,,anuncio
2026-02-13,name|azul|kayak|azulafterclick_fac_pt_br pt_br flight afterclick,AZULAFTERCLICK_FAC_PT_BR PT_BR FLIGHT AFTERCLICK,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,,14,,,,,,,,,,0,,,,,,,
2026-02-13,name|azul|kayak|azulhbo-mob_fhboad_pt_br pt_br flight hbo,AZULHBO-MOB_FHBOAD_PT_BR PT_BR FLIGHT HBO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,244,74609,61,,,,,,,,,0,244,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_aon-marca-brd_pass,BRV_VA_BING_SEARCH_LF_AON-MARCA-BRD_PASS,Bing Ads,AON-MARCA-BRD,Conversão,name,,,,18299.11,64343,4584,,,,,,,,,0,18299.11,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_aon-concorrentes-nbrd_pass,BRV_VA_BING_SEARCH_LF_AON-CONCORRENTES-NBRD_PASS,Bing Ads,AON-CONCORRENTES-NBRD,Conversão,name,,,,1057.23,243803,869,,,,,,,,,0,1057.23,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_oferta-fds-aon_pass,BRV_VA_BING_SEARCH_LF_OFERTA-FDS-AON_PASS,Bing Ads,OFERTA-FDS-AON,Conversão,name,,,,9014.21,11410,736,,,,,,,,,0,9014.21,,,,0,,campanha
2026-02-13,name|azul|skyscanner|br | flights | inline | standard unpriced | sam (desktop),BR | FLIGHTS | INLINE | STANDARD UNPRICED | SAM (DESKTOP),Skyscanner,INLINE,Conversão,name,,,,775,105350,155,,,,,,,,,0,775,,,,0,,campanha
2026-02-13,name|azul|kayak|azulbrandedfsr-mob_fsr_pt_br pt_br flight sponsoredresult,AZULBRANDEDFSR-MOB_FSR_PT_BR PT_BR FLIGHT SPONSOREDRESULT,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,165,7498,30,,,,,,,,,0,165,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_dmax_lf_aon-marca_pass,BRV_VA_BING_DMAX_LF_AON-MARCA_PASS,Bing Ads,AON-MARCA,Conversão,name,,,,1562.57,19153,343,,,,,,,,,0,1562.57,,,,0,,campanha
2026-02-13,name|azul|bing ads|brv_va_bing_search_lf_aon-us-passenger-brd_pass,BRV_VA_BING_SEARCH_LF_AON-US-PASSENGER-BRD_PASS,Bing Ads,AON-US-PASSENGER-BRD,Conversão,name,,,,104,354,17,,,,,,,,,0,104,,,,0,,campanha
2026-02-13,id|azul|google ads|22969786299,AZ_VA_GOOGLE_YOUTUBE_UF_CONGONHAS_PASS,Google Ads,AZ_VA_GOOGLE_YOUTUBE_UF_CONGONHAS_PASS,Awareness,id,,,,6658.18,2140392,1601,,,,,,,,,6658.18,0,,,,100,,anuncio
2026-02-13,name|azul|awin|não identificado,NÃO IDENTIFICADO,Awin,NÃO IDENTIFICADO,Conversão,name,,,,17167.6072,0,0,,,,,,,,,0,17167.6072,,,,0,,campanha
2026-02-13,id|azul|meta ads|120238225934260726,BRV_VA_META_FEED_LF_ANOITECEU_PASS,Meta Ads,ANOITECEU,Conversão,id,,,,0,0,,,,,,,,,,0,0,,,,,,
2026-02-13,id|azul|google ads|23482609150,BRV_VA_GOOGLE_SEARCH_LF_SAZONAL-NBRD_PASS,Google Ads,SAZONAL-NBRD,Conversão,id,,,,266.15,1262,111,,,,,,,,,266.14,0.0099999999999909051,,,,99.996242720270516,,anuncio + campanha
2026-02-14,id|azul|google ads|6504006924,BRV_VA_GOOGLE_SEARCH_LF_AON-MARCA-BRD_PASS,Google Ads,AON-MARCA-BRD,Conversão,id,1166198.48,765,16106,30593.83,67656,26961,38.118747472938168,2259.71,1163938.77,0,0,0,0,0,30593.83,0,100,0,0.1937671878975524,100,"anuncio_ambiguo,excecao_manual,safe_ad",anuncio
2026-02-14,id|azul|google ads|20417584768,BRV_VA_GOOGLE_PMAX_LF_AON-MARCA_PASS,Google Ads,AON-MARCA,Conversão,id,263707.88,173,6458,27515.81,973961,15368,9.5838676019350331,0,0,263707.88,0,0,0,0,0,27515.81,100,0,0,0,pmax_sem_anuncio,campanha
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_marca_pass,BRV_VA_BING_SEARCH_LF_MARCA_PASS,Bing Ads,MARCA,Conversão,name,189655.35,86,1200,,,,,0,0,0,189655.35,0,0,0,,,100,0,0,,por_nome_campanha,
2026-02-14,id|azul|google ads|23339225668,BRV_VA_GOOGLE_PMAX_LF_OFERTAS-AZUL_PASS,Google Ads,OFERTAS-AZUL,Conversão,id,13748.77,7,1432,16094.89,127627,18758,0.85423199537244432,0,0,13748.77,0,0,0,0,0,16094.89,100,0,0,0,pmax_sem_anuncio,campanha
2026-02-14,id|azul|google ads|18482497357,BRV_VA_GOOGLE_SEARCH_LF_AON-CONCORRENTES-NBRD_PASS,Google Ads,AON-CONCORRENTES-NBRD,Conversão,id,12308.39,9,328,1623.2,23854,608,7.5827932479053715,0,0,0,0,0,12308.39,0,1623.1999999999998,2.2737367544323206e-13,100,100,0,99.999999999999986,"anuncio_ambiguo,pmax_sem_anuncio,safe_ad",anuncio + campanha
2026-02-14,id|azul|google ads|20508311506,BRV_VA_GOOGLE_SEARCH_LF_AON-US-PASSENGER-BRD_PASS,Google Ads,AON-US-PASSENGER-BRD,Conversão,id,11959.14,3,62,301.37,358,158,39.682582871553237,0,0,0,0,0,11959.14,0,301.36,0.0099999999999909051,100,100,0,99.996681819690082,"anuncio_ambiguo,pmax_sem_anuncio",anuncio + campanha
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_eua-passenger_pass,BRV_VA_BING_SEARCH_LF_EUA-PASSENGER_PASS,Bing Ads,EUA-PASSENGER,Conversão,name,9495.12,1,6,,,,,0,0,0,9495.12,0,0,0,,,100,0,0,,por_nome_campanha,
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_concorrentes_pass,BRV_VA_BING_SEARCH_LF_CONCORRENTES_PASS,Bing Ads,CONCORRENTES,Conversão,name,8074.4500000000007,6,143,,,,,0,0,0,8074.4500000000007,0,0,0,,,100,0,0,,por_nome_campanha,
2026-02-14,id|azul|google ads|23339248057,BRV_VA_GOOGLE_SEARCH_LF_AON-OFERTAS-FDS_PASS,Google Ads,AON-OFERTAS-FDS,Conversão,id,7466.72,3,1326,8324.07,25006,5846,0.89700350910071647,7466.72,0,0,0,0,0,0,8324.07,0,100,0,100,100,safe_ad,anuncio
2026-02-14,name|azul|bing ads|brv_va_bing_dmax_lf_aon_pass,BRV_VA_BING_DMAX_LF_AON_PASS,Bing Ads,AON,Conversão,name,6445.2800000000007,4,82,,,,,0,0,0,6445.2800000000007,0,0,0,,,100,0,0,,por_nome_campanha,
2026-02-14,id|azul|google ads|11382534426,BRV_VA_GOOGLE_SEARCH_LF_AON-GENERICA-NBRD_PASS,Google Ads,AON-GENERICA-NBRD,Conversão,id,1981.75,3,36,4932.8899999999994,21766,3415,0.40174218358811981,0,0,1981.75,0,0,0,0,4932.8899999999994,0,100,0,0,100,"pmax_sem_anuncio,safe_ad",anuncio
2026-02-14,id|azul|google ads|23477987177,BRV_VA_GOOGLE_SEARCH_LF_AON-HUBS-NBRD_PASS,Google Ads,AON-HUBS-NBRD,Conversão,id,1454.76,1,42,111.14,524,62,13.089436746445925,0,0,0,0,0,1454.76,0,111.14,1.7763568394002505e-15,100,100,0,100,anuncio_ambiguo,anuncio + campanha
2026-02-14,id|azul|google ads|22858128667,BRV_VA_GOOGLE_SEARCH_LF_AON-CANCELAMENTO-BRD_PASS,Google Ads,AON-CANCELAMENTO-BRD,Conversão,id,1281.99,1,12,240.41,1831,151,5.3325152863857577,1281.99,0,0,0,0,0,0,240.41,0,100,0,100,100,safe_ad,anuncio
2026-02-14,id|azul|google ads|21780104044,VML_VA_GOOGLE_DISPLAY_MF_AON_PASS,Google Ads,VML_VA_GOOGLE_DISPLAY_MF_AON_PASS,Consideração,id,857.42,1,1,,,,,0,0,0,0,0,857.42,0,,,100,100,0,,anuncio_ambiguo,
2026-02-14,id|azul|google ads|23482604389,BRV_VA_GOOGLE_SEARCH_LF_AON-INTER-NBRD_PASS,Google Ads,AON-INTER-NBRD,Conversão,id,0,0,52,191.30999999999997,1675,92,0,0,0,0,0,0,0,0,191.30999999999997,0,,,,100,anuncio_ambiguo,anuncio
2026-02-14,id|azul|google ads|23518433713,BRV_VA_GOOGLE_SEARCH_LF_DESCONTACO_PASS,Google Ads,DESCONTACO,Conversão,id,0,0,8,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-14,name|azul|bing ads|brv_va_bing_display_lf_descontaco_pass,BRV_VA_BING_DISPLAY_LF_DESCONTACO_PASS,Bing Ads,DESCONTACO,Conversão,name,0,0,3,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-14,id|azul|google ads|23477999759,BRV_VA_GOOGLE_SEARCH_LF_AON-NACIONAL-NBRD_PASS,Google Ads,AON-NACIONAL-NBRD,Conversão,id,0,0,42,120.98,672,65,0,0,0,0,0,0,0,0,120.98,0,,,,100,anuncio_ambiguo,anuncio
2026-02-14,id|azul|google ads|23482637920,BRV_VA_GOOGLE_SEARCH_LF_AON-ROTA-ROTA-NBRD_PASS,Google Ads,AON-ROTA-ROTA-NBRD,Conversão,id,0,0,41,176.54999999999998,945,78,0,0,0,0,0,0,0,0,176.54999999999998,0,,,,100,anuncio_ambiguo,anuncio
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_generica_pass,BRV_VA_BING_SEARCH_LF_GENERICA_PASS,Bing Ads,GENERICA,Conversão,name,0,0,122,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_15off-pix_pass,BRV_VA_BING_SEARCH_LF_15OFF-PIX_PASS,Bing Ads,15OFF-PIX,Conversão,name,0,0,1,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-14,id|azul|meta ads|120238907471510726,BRV_VA_META_FEED_LF_DESCONTACO_PASS,Meta Ads,DESCONTACO,Conversão,id,0,0,2,,,,,0,0,0,0,0,0,0,,,,,,,anuncio_ambiguo,
2026-02-14,id|azul|google ads|18742168531,VML_VA_GOOGLE_DEMAND-GEN_LF_AON_PASS,Google Ads,VML_VA_GOOGLE_DEMAND-GEN_LF_AON_PASS,Conversão,id,0,0,1,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-14,id|azul|google ads|23518421965,BRV_VA_GOOGLE_PMAX_LF_DESCONTACO_PASS,Google Ads,DESCONTACO,Conversão,id,0,0,13,,,,,0,0,0,0,0,0,0,,,,,,,pmax_sem_anuncio,
2026-02-14,id|azul|google ads|22501211479,VML_VA_GOOGLE_DISPLAY_MF_OFERTAS-AON_PASS,Google Ads,VML_VA_GOOGLE_DISPLAY_MF_OFERTAS-AON_PASS,Consideração,id,0,0,3,,,,,0,0,0,0,0,0,0,,,,,,,safe_ad,
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_internacional_pass,BRV_VA_BING_SEARCH_LF_INTERNACIONAL_PASS,Bing Ads,INTERNACIONAL,Conversão,name,0,0,16,,,,,0,0,0,0,0,0,0,,,,,,,por_nome_campanha,
2026-02-14,name|azul|kayak|azulbrandedfsr-mob_fsr_pt_br pt_br flight sponsoredresult,AZULBRANDEDFSR-MOB_FSR_PT_BR PT_BR FLIGHT SPONSOREDRESULT,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,165,6314,30,,,,,,,,,0,165,,,,0,,campanha
2026-02-14,name|azul|kayak|azulcmp2frontdoor pt_br frontdoor flight compare to,AZULCMP2FRONTDOOR PT_BR FRONTDOOR FLIGHT COMPARE TO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,719.4,478,436,,,,,,,,,0,719.4,,,,0,,campanha
2026-02-14,id|azul|google ads|23482609150,BRV_VA_GOOGLE_SEARCH_LF_SAZONAL-NBRD_PASS,Google Ads,SAZONAL-NBRD,Conversão,id,,,,324.46,1526,126,,,,,,,,,324.46,0,,,,100,,anuncio
2026-02-14,id|azul|meta ads|120238225934260726,BRV_VA_META_FEED_LF_ANOITECEU_PASS,Meta Ads,ANOITECEU,Conversão,id,,,,0,0,,,,,,,,,,0,0,,,,,,
2026-02-14,name|azul|kayak|azulinlinedeskt1 pt_br flight inline,AZULINLINEDESKT1 PT_BR FLIGHT INLINE,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,148.8,12255,48,,,,,,,,,0,148.8,,,,0,,campanha
2026-02-14,name|azul|skyscanner|br | flights | inline | standard unpriced | sam (mobile),BR | FLIGHTS | INLINE | STANDARD UNPRICED | SAM (MOBILE),Skyscanner,INLINE,Conversão,name,,,,424,10045,106,,,,,,,,,0,424,,,,0,,campanha
2026-02-14,name|azul|skyscanner|br | flights | inline | standard unpriced | sam (app),BR | FLIGHTS | INLINE | STANDARD UNPRICED | SAM (APP),Skyscanner,INLINE,Conversão,name,,,,1430,12995,286,,,,,,,,,0,1430,,,,0,,campanha
2026-02-14,id|azul|google ads|18185234105,BRV_VA_GOOGLE_SEARCH_LF_AON-EUA-NBRD_PASS,Google Ads,AON-EUA-NBRD,Conversão,id,,,,146.26,688,58,,,,,,,,,146.25,0.00999999999999801,,,,99.9931628606591,,anuncio + campanha
2026-02-14,id|azul|google ads|23300311398,BRV_VA_GOOGLE_APP_MF_ANDROID_ENGAJAMENTO_PASS,Google Ads,ANDROID,Consideração,id,,,,3141.2400000000002,508518,5642,,,,,,,,,3141.2400000000002,0,,,,100,,anuncio
2026-02-14,name|azul|kayak|azulbrandedfsr-web_fsr_pt_br pt_br flight sponsoredresult,AZULBRANDEDFSR-WEB_FSR_PT_BR PT_BR FLIGHT SPONSOREDRESULT,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,337.5,3649,45,,,,,,,,,0,337.5,,,,0,,campanha
2026-02-14,name|azul|kayak|azulafterclick_fac_pt_br pt_br flight afterclick,AZULAFTERCLICK_FAC_PT_BR PT_BR FLIGHT AFTERCLICK,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,,9,,,,,,,,,,0,,,,,,,
2026-02-14,name|azul|skyscanner|br | premium iab + mobile | ros,BR | PREMIUM IAB + MOBILE | ROS,Skyscanner,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,4902.2121186251443,163624,157,,,,,,,,,0,4902.2121186251443,,,,0,,campanha
2026-02-14,name|azul|kayak|não identificado,NÃO IDENTIFICADO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,358.20000000000005,0,149,,,,,,,,,0,358.20000000000005,,,,0,,campanha
2026-02-14,name|azul|kayak|azulhbo-web_fhboad_pt_br pt_br flight hbo,AZULHBO-WEB_FHBOAD_PT_BR PT_BR FLIGHT HBO,Kayak,NÃO IDENTIFICADO,NÃO IDENTIFICADO,name,,,,60,23707,12,,,,,,,,,0,60,,,,0,,campanha
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_aon-marca-brd_pass,BRV_VA_BING_SEARCH_LF_AON-MARCA-BRD_PASS,Bing Ads,AON-MARCA-BRD,Conversão,name,,,,11423.08,14325,2052,,,,,,,,,0,11423.08,,,,0,,campanha
2026-02-14,name|azul|awin|não identificado,NÃO IDENTIFICADO,Awin,NÃO IDENTIFICADO,Conversão,name,,,,6151.3652,0,0,,,,,,,,,0,6151.3652,,,,0,,campanha
2026-02-14,id|azul|google ads|22969786299,AZ_VA_GOOGLE_YOUTUBE_UF_CONGONHAS_PASS,Google Ads,AZ_VA_GOOGLE_YOUTUBE_UF_CONGONHAS_PASS,Awareness,id,,,,6626.77,1949830,1657,,,,,,,,,6626.77,0,,,,100,,anuncio
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_aon-generica-nbrd_pass,BRV_VA_BING_SEARCH_LF_AON-GENERICA-NBRD_PASS,Bing Ads,AON-GENERICA-NBRD,Conversão,name,,,,1039.67,195061,1197,,,,,,,,,0,1039.67,,,,0,,campanha
2026-02-14,id|azul|meta ads|120239211483030726,BRV_VA_META_FEED_LF_OFERTAS-AZUL_PASS,Meta Ads,OFERTAS-AZUL,Conversão,id,,,,552.27,67117,1396,,,,,,,,,552.27,0,,,,100,,anuncio
2026-02-14,name|azul|bing ads|brv_va_bing_display_lf_ofertas-azul_pass,BRV_VA_BING_DISPLAY_LF_OFERTAS-AZUL_PASS,Bing Ads,OFERTAS-AZUL,Conversão,name,,,,552.96,74966,436,,,,,,,,,0,552.96,,,,0,,campanha
2026-02-14,name|azul|rtb|vml_va_rtb-house_display_mf_aon_pass,VML_VA_RTB-HOUSE_DISPLAY_MF_AON_PASS,RTB,AON,Consideração,name,,,,698.79700000000025,317783,4212,,,,,,,,,0,698.79700000000025,,,,0,,campanha
2026-02-14,name|azul|bing ads|brv_va_bing_search_lf_aon-eua-nbrd_pass,BRV_VA_BING_SEARCH_LF_AON-EUA-NBRD_PASS,Bing Ads,AON-EUA-NBRD,Conversão,name,,,,43.89,9312,30,,,,,,,,,0,43.89,,,,0,,campanha
2026-02-14,name|azul|bing ads|brv_va_bing_dmax_lf_aon-marca_pass,BRV_VA_BING_DMAX_LF_AON-MARCA_PASS,Bing Ads,AON-MARCA,Conversão,name,,,,756.72,11025,157,,,,,,,,,0,756.72,,,,0,,campanha
